Ref_Gene,Candidate_Target_Gene,Candidate_Target_Symbol,Candidate_Target_Product,Identity(%),E_value,Coverage,BBH,BiGG_True_Rxns,BiGG_True_Rxns_Details,Reason,Action
RPE_RS06820,ACXYSJ_06420,puhB,photosynthetic complex putative assembly protein PuhB,54.751,3.7299999999999997e-81,1.0,<=>,PSICSum | PSIICSum | PSIIum | PSIum,"PSICSum [Photosystem I charge separation] :: chla_qy1_exc_c_u (Photosystem I excited chlorophyll A, Qy band (long wavelength)) + p700_um_p_u (PSI reaction center P700) --> cholphya_c_u (Chlorophyll a) + p700_exc_um_p_u (PSI reaction center P700, excited) || PSIICSum [Photosystem II charge separation] :: chla_qy2_exc_c_u (Photosystem II excited chlorophyll A, Qy band (long wavelength)) + p680_um_p_u (PSII reaction center P680) --> cholphya_c_u (Chlorophyll a) + p680_exc_um_p_u (PSII reaction center P680, excited) || PSIIum [Photosystem II] :: 2 h2o_u_u (H2O H2O) + 3.9996 h_c_u (H+) + 4 p680_exc_um_p_u (PSII reaction center P680, excited) + 1.9998 pq_um_p_u (Plastoquinone) + 0.0004 ps2d1_um_p_u (PSII D1 protein) --> 4 h_u_u (H+) + o2_u_u (O2 O2) + 4 p680_um_p_u (PSII reaction center P680) + 1.9998 pqh2_um_p_u (Plastoquinol) + 0.0004 ps2d1_exc_um_p_u (Damaged PSII D1 protein) || PSIum [Photosystem I] :: 0.99 fdxox_c_u (Oxidized ferredoxin) + 0.01 o2_c_u (O2 O2) + p700_exc_um_p_u (PSI reaction center P700, excited) + pcrd_u_u (Plastocyanin(Cu+)) --> 0.99 fdxrd_c_u (Reduced ferredoxin) + 0.01 o2s_c_u (Superoxide anion) + p700_um_p_u (PSI reaction center P700) + pcox_u_u (Plastocyanin(Cu2+))",target_gene_not_in_model,
RPE_RS04845,ACXYSJ_05185,,TonB family protein,54.122,3.14e-76,1.0528301886792453,<=>,ADOCBLtonex,ADOCBLtonex [Adenosylcobalimin transport via ton system (extermal)] :: adocbl_e_u (Adenosylcobalamin) + h_p_u (H+) --> adocbl_p_u (Adenosylcobalamin) + h_c_u (H+),target_gene_not_in_model,
RPE_RS22585,ACXYSJ_21315,nifU,Fe-S cluster assembly protein NifU,54.006,5.39e-121,0.9911764705882352,<=>,I2FE2ST | I4FE4SR | I4FE4ST,I2FE2ST [ISC [2Fe-2S] Transfer] :: 4 h_c_u (H+) + iscu_2fe2s_c_u (IscU with bound [2Fe-2S] cluster) --> 2fe2s_c_u ([2Fe-2S] iron-sulfur cluster) + iscu_c_u (IscU scaffold protein) || I4FE4SR [ISC [4Fe-4S] Reduction] :: fadh2_c_u (Flavin adenine dinucleotide reduced) + 2 h_c_u (H+) + iscu_2fe2s2_c_u (IscU with two bound [2Fe-2S] clusters) --> fad_c_u (Flavin adenine dinucleotide oxidized) + iscu_4fe4s_c_u (IscU with bound [4Fe-4S] cluster) || I4FE4ST [ISC [4Fe-4S] Transfer] :: 4 h_c_u (H+) + iscu_4fe4s_c_u (IscU with bound [4Fe-4S] cluster) --> 4fe4s_c_u ([4Fe-4S] iron-sulfur cluster) + iscu_c_u (IscU scaffold protein),target_gene_not_in_model,
RPE_RS05015,ACXYSJ_16655,paaI,hydroxyphenylacetyl-CoA thioesterase PaaI,54.0,2e-52,0.9316770186335404,<=>,HPACOAT | PACOAT,"HPACOAT [Hydroxyphenylacetyl-CoA thioesterase] :: 34dphacoa_c_u (3,4-dihydroxyphenylacetyl-CoA) + h2o_c_u (H2O H2O) --> 34dhpha_c_u (3-4-Dihydroxyphenylacetate) + coa_c_u (Coenzyme A) + h_c_u (H+) || PACOAT [Phenylacetyl-CoA thioesterase] :: h2o_c_u (H2O H2O) + phaccoa_c_u (Phenylacetyl-CoA) --> coa_c_u (Coenzyme A) + h_c_u (H+) + pac_c_u (Phenylacetic acid)",target_gene_not_in_model,
RPE_RS19395,ACXYSJ_21430,nifA,nif-specific transcriptional activator NifA,53.846,4.59e-126,0.8529411764705882,->,NIT1b,NIT1b [Nitrogenase] :: 16 atp_c_u (ATP C10H12N5O13P3) + 4 fdxr_42_c_u (Ferredoxin (reduced form 4:2)) + 16 h2o_c_u (H2O H2O) + n2_c_u (Nitrogen) --> 16 adp_c_u (ADP C10H12N5O10P2) + 4 fdxo_42_c_u (Ferredoxin (oxidized form 4:2)) + h2_c_u (Hydrogen) + 6 h_c_u (H+) + 2 nh4_c_u (Ammonium) + 16 pi_c_u (Phosphate),target_gene_not_in_model,
RPE_RS01070,ACXYSJ_23775,,ABC-F family ATP-binding cassette domain-containing protein,53.422,1.64e-177,0.9669117647058824,<=>,ARBTNabcpp | CPGNabcpp | CRNDabcpp | CRNabcpp | DHBSZ3FEabcpp | LIPAabcpp,ARBTNabcpp [Aerobactin transport via ABC system (periplasm)] :: arbtn_fe3_p_u (Aerobactin) + atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + arbtn_fe3_c_u (Aerobactin) + h_c_u (H+) + pi_c_u (Phosphate) || CPGNabcpp [Coprogen transport via ABC system (periplasm)] :: atp_c_u (ATP C10H12N5O13P3) + cpgn_p_u (Coprogen) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + cpgn_c_u (Coprogen) + h_c_u (H+) + pi_c_u (Phosphate) || CRNDabcpp [D-carnitine transport via ABC system (periplasm)] :: atp_c_u (ATP C10H12N5O13P3) + crn__D_p_u (D-Carnitine) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + crn__D_c_u (D-Carnitine) + h_c_u (H+) + pi_c_u (Phosphate) || CRNabcpp [L-carnitine transport via ABC system (periplasm)] :: atp_c_u (ATP C10H12N5O13P3) + crn_p_u (L-Carnitine) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + crn_c_u (L-Carnitine) + h_c_u (H+) + pi_c_u (Phosphate) || DHBSZ3FEabcpp [23dhbsz3 Fe III transport via ABC system periplasm] :: atp_c_u (ATP C10H12N5O13P3) + fe3dhbzs3_p_u (2-3-dihydroxybenzoylserine trimer-Fe-III) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + fe3dhbzs3_c_u (2-3-dihydroxybenzoylserine trimer-Fe-III) + h_c_u (H+) + pi_c_u (Phosphate) || LIPAabcpp [Lipid A transport via ABC system (periplasm)] :: atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) + lipa_c_u (KDO(2)-lipid (A)) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + lipa_p_u (KDO(2)-lipid (A)) + pi_c_u (Phosphate),target_gene_not_in_model,
RPE_RS09755,ACXYSJ_18900,,sensor domain-containing diguanylate cyclase,53.371,1.29e-53,0.3877995642701525,->,CDGUNPD,"CDGUNPD [3,5-cyclic-nucleotide phosphodiesterase] :: cdigmp_c_u (Cyclic diguanosine monophosphate) + h2o_c_u (H2O H2O) --> 5pg35pg_c_u (5-Phosphoguanylyl(3->5)guanosine) + h_c_u (H+)",target_gene_not_in_model,
RPE_RS00870,ACXYSJ_01320,,hypothetical protein,52.153,7.92e-62,1.077319587628866,<=>,PHBS_syn,PHBS_syn [PHB synthetasa] :: 3hbcoa__R_c_u ((R)-3-Hydroxybutyryl-CoA) + phbg_c_u (Growing PHB granule) --> PHB_c_u (PHB granule) + coa_c_u (Coenzyme A),target_gene_not_in_model,
RPE_RS21860,ACXYSJ_11390,,OmpA/MotB family protein,51.986,8.35e-93,1.022140221402214,->,AGMtex | AMPtex | ANHGMtex | ASO3tex | ASPtex | CITtex | CMPtex | CYTDtex | DAMPtex | DCAtex | DCMPtex | DGMPtex | DGSNtex | DTMPtex,AGMtex [Agmatine transport via diffusion (extracellular to periplasm)] :: agm_e_u (Agmatine) <=> agm_p_u (Agmatine) || AMPtex [AMP transport via diffusion (extracellular to periplasm)] :: amp_e_u (AMP) <=> amp_p_u (AMP C10H12N5O7P) || ANHGMtex [GlcNAc-anhMurNAc transport via diffusion (extracellular to periplasm)] :: anhgm_e_u (N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid) <=> anhgm_p_u (N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid) || ASO3tex [Arsenite transport via diffusion (extracellular to periplasm)] :: aso3_e_u (Arsenite) <=> aso3_p_u (Arsenite) || ASPtex [L-aspartate transport via diffusion (extracellular to periplasm)] :: asp__L_e_u (L-Aspartate) <=> asp__L_p_u (L-Aspartate) || CITtex [Citrate transport via diffusion (extracellular to periplasm)] :: cit_e_u (Citrate) <=> cit_p_u (Citrate) || CMPtex [CMP transport via diffusion (extracellular to periplasm)] :: cmp_e_u (CMP) <=> cmp_p_u (CMP C9H12N3O8P) || CYTDtex [Cytidine transport via diffusion (extracellular to periplasm)] :: cytd_e_u (Cytidine) <=> cytd_p_u (Cytidine) || DAMPtex [DAMP transport via diffusion (extracellular to periplasm)] :: damp_e_u (DAMP) <=> damp_p_u (DAMP) || DCAtex [Decanoate transport via diffusion (extracellular to periplasm)] :: dca_e_u (Decanoate (n-C10:0)) <=> dca_p_u (Decanoate (n-C10:0)) || DCMPtex [DCMP transport via diffusion (extracellular to periplasm)] :: dcmp_e_u (DCMP) <=> dcmp_p_u (DCMP) || DGMPtex [DGMP transport via diffusion (extracellular to periplasm)] :: dgmp_e_u (DGMP) <=> dgmp_p_u (DGMP) || DGSNtex [Deoxyguanosine transport via diffusion (extracellular to periplasm)] :: dgsn_e_u (Deoxyguanosine) <=> dgsn_p_u (Deoxyguanosine) || DTMPtex [DTMP transport via diffusion (extracellular to periplasm)] :: dtmp_e_u (DTMP) <=> dtmp_p_u (DTMP),target_gene_not_in_model,
RPE_RS22540,ACXYSJ_18770,,peroxiredoxin,51.913,1.4000000000000001e-59,0.9891891891891892,<=>,NADHPO,NADHPO [NADH peroxidase] :: h2o2_c_u (Hydrogen peroxide) + h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) --> 2 h2o_c_u (H2O H2O) + nad_c_u (Nicotinamide adenine dinucleotide),target_gene_not_in_model,
RPE_RS06655,ACXYSJ_06260,,"carotenoid 1,2-hydratase",51.852,1.15e-107,0.9801980198019802,<=>,C12HR | HNPSYN | LCLY,"C12HR [carotenoid 1,2-hydratase] :: ardv_c_u (Anhydrorhodovibrin) + h2o_c_u (H2O H2O) <=> rdv_c_u (  Rhodovibrin) || HNPSYN [hydroxyneurosporene synthase] :: h2o_c_u (H2O H2O) + lycop_c_u (Lycopene) <=> 1h12dhl_c_u (  1-Hydroxy-1,2-dihydrolycopene) || LCLY [lycopene hydro-lyase (1-hydroxy-1,2-dihydrolycopene-forming)] :: 34dhardv_c_u (3,4-Dihydroanhydrorhodovibrin) + h2o_c_u (H2O H2O) <=> 34dhrdv_c_u (  3',4'-Dihydrorhodovibrin)",target_gene_not_in_model,
RPE_RS16015,ACXYSJ_21205,,flavin reductase family protein,51.19,3.52e-48,0.8795811518324608,<=>,FADRx | PYROX,FADRx [FAD reductase] :: fad_c_u (Flavin adenine dinucleotide oxidized) + h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) --> fadh2_c_u (Flavin adenine dinucleotide reduced) + nad_c_u (Nicotinamide adenine dinucleotide) || PYROX [Pyrimidine oxygenase] :: h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + o2_c_u (O2 O2) + ura_c_u (Uracil) --> nad_c_u (Nicotinamide adenine dinucleotide) + uracp_c_u (Ureidoacrylate peracid),target_gene_not_in_model,
RPE_RS02970,ACXYSJ_03030,,ABC transporter ATP-binding protein,51.02,7.9100000000000015e-75,0.4103852596314908,<=>,ACOLIPAabctex | CLIPAabctex | COLIPAPabctex | COLIPAabctex,ACOLIPAabctex [Arabinose modified core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)] :: acolipa_p_u (4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A) + atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) --> acolipa_e_u (4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A) + adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + pi_c_u (Phosphate) || CLIPAabctex [Cold lipid A transport via ABC system (periplasm to extracellular)] :: atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) + lipa_cold_p_u (Cold adapted KDO(2)-lipid (A)) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + lipa_cold_e_u (Cold adapted KDO(2)-lipid (A)) + pi_c_u (Phosphate) || COLIPAPabctex [Core oligosaccharide lipid A diphosphate transport via ABC system (periplasm to extracellular)] :: atp_c_u (ATP C10H12N5O13P3) + colipap_p_u (Core oligosaccharide lipid A diphosphate) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + colipap_e_u (Core oligosaccharide lipid A diphosphate) + h_c_u (H+) + pi_c_u (Phosphate) || COLIPAabctex [Core oligosaccharide lipid A transport via ABC system (periplasm to extracellular)] :: atp_c_u (ATP C10H12N5O13P3) + colipa_p_u (Core oligosaccharide lipid A) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + colipa_e_u (Core oligosaccharide lipid A) + h_c_u (H+) + pi_c_u (Phosphate),target_gene_not_in_model,
RPE_RS10190,ACXYSJ_07630,,sensor domain-containing diguanylate cyclase,50.883,0.0,0.970404984423676,<=>,CDGUNPD,"CDGUNPD [3,5-cyclic-nucleotide phosphodiesterase] :: cdigmp_c_u (Cyclic diguanosine monophosphate) + h2o_c_u (H2O H2O) --> 5pg35pg_c_u (5-Phosphoguanylyl(3->5)guanosine) + h_c_u (H+)",target_gene_not_in_model,
RPE_RS06345,ACXYSJ_04250,,rhodanese-like domain-containing protein,50.82,1.45e-39,0.9457364341085271,<=>,CYANSTpp,CYANSTpp [Cyanide sulfurtransferase (periplasmic)] :: cyan_p_u (Hydrogen cyanide) + tsul_p_u (Thiosulfate) --> h_p_u (H+) + so3_p_u (Sulfite) + tcynt_p_u (Thiocyanate),target_gene_not_in_model,
RPE_RS11180,ACXYSJ_14385,tcuA,FAD-dependent tricarballylate dehydrogenase TcuA,50.442,5.07e-138,0.980477223427332,<=>,PRE3BS,PRE3BS [Precorrin-3B synthase] :: h_c_u (H+) + nadh_c_u (Nicotinamide adenine dinucleotide - reduced) + o2_c_u (O2 O2) + pre3a_c_u (Precorrin 3 A) --> h2o_c_u (H2O H2O) + nad_c_u (Nicotinamide adenine dinucleotide) + pre3b_c_u (Precorrin 3B),target_gene_not_in_model,
RPE_RS05485,ACXYSJ_07895,,ABC transporter ATP-binding protein,50.397,1.9800000000000001e-72,0.3569405099150141,<=>,ARBTNabcpp | ARBabcpp | CGLYabcpp | CTBTabcpp | ICLIPAS | LIPAabcpp | XYLabcpp,ARBTNabcpp [Aerobactin transport via ABC system (periplasm)] :: arbtn_fe3_p_u (Aerobactin) + atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + arbtn_fe3_c_u (Aerobactin) + h_c_u (H+) + pi_c_u (Phosphate) || ARBabcpp [L-arabinose transport via ABC system (periplasm)] :: arab__L_p_u (L-Arabinose) + atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + arab__L_c_u (L-Arabinose) + h_c_u (H+) + pi_c_u (Phosphate) || CGLYabcpp [L-Cysteinylglycine (Cys-Gly) transport via ABC system (periplasm)] :: atp_c_u (ATP C10H12N5O13P3) + cgly_p_u (Cys Gly C5H10N2O3S) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + cgly_c_u (Cys Gly C5H10N2O3S) + h_c_u (H+) + pi_c_u (Phosphate) || CTBTabcpp [Crotonobetaine transport via ABC system (periplasm)] :: atp_c_u (ATP C10H12N5O13P3) + ctbt_p_u (Crotonobetaine) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + ctbt_c_u (Crotonobetaine) + h_c_u (H+) + pi_c_u (Phosphate) || ICLIPAS [Inner core lipid A biosynthesis] :: 0.3128 gdpfuc_c_u (GDP-L-fucose) + 0.0865 kdolipid4cy_c_u (KDO-lipid IV A (Synechococcus elongatus 7942)) + 0.0558 unagam_c_u (Undecaprenyl-diphospho-N-acetylglucosamine-N-acetylmannosamine) --> 0.3128 gdp_c_u (GDP C10H12N5O11P2) + icolipacy_c_u (Inner core oligosaccharide lipid A (Synechococcus elongatus 7942)) + 0.0558 udcpdp_c_u (Undecaprenyl diphosphate) || LIPAabcpp [Lipid A transport via ABC system (periplasm)] :: atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) + lipa_c_u (KDO(2)-lipid (A)) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + lipa_p_u (KDO(2)-lipid (A)) + pi_c_u (Phosphate) || XYLabcpp [D-xylose transport via ABC system (periplasm)] :: atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) + xyl__D_p_u (D-Xylose) --> adp_c_u (ADP C10H12N5O10P2) + h_c_u (H+) + pi_c_u (Phosphate) + xyl__D_c_u (D-Xylose),target_gene_not_in_model,
RPE_RS11060,ACXYSJ_21110,,ADP-polyphosphate phosphotransferase,50.391,1.07e-91,0.7757575757575758,<=>,PPK | PPK2r | PPKr,PPK [Polyphosphate kinase] :: atp_c_u (ATP C10H12N5O13P3) + pi_c_u (Phosphate) <=> adp_c_u (ADP C10H12N5O10P2) + ppi_c_u (Diphosphate) || PPK2r [Polyphosphate kinase] :: atp_c_u (ATP C10H12N5O13P3) + ppi_c_u (Diphosphate) --> adp_c_u (ADP C10H12N5O10P2) + pppi_c_u (Inorganic triphosphate) || PPKr [Polyphosphate kinase] :: atp_c_u (ATP C10H12N5O13P3) + pi_c_u (Phosphate) --> adp_c_u (ADP C10H12N5O10P2) + ppi_c_u (Diphosphate),target_gene_not_in_model,
RPE_RS06430,ACXYSJ_07495,treZ,malto-oligosyltrehalose trehalohydrolase,50.25,0.0,0.9900826446280993,<=>,GLCDBRAN3 | MOTH1 | MOTH2 | MOTH3 | MOTH4,"GLCDBRAN3 [Glycogen debranching enzyme] :: glycogen_c_u (Glycogen C6H10O5) + h2o_c_u (H2O H2O) --> 14glucan_c_u (1,4-alpha-D-glucan) + glc__D_c_u (D-Glucose) || MOTH1 [Maltooligosyltrehalose trehalohydrolase (maltosyltrehalose)] :: h2o_c_u (H2O H2O) + malttre_c_u (Maltosyltrehalose) --> malt_c_u (Maltose C12H22O11) + tre_c_u (Trehalose) || MOTH2 [Maltooligosyltrehalose trehalohydrolase (maltotriosyltrehalose)] :: h2o_c_u (H2O H2O) + malttrtre_c_u (Maltotriosyltrehalose) --> malttr_c_u (Maltotriose C18H32O16) + tre_c_u (Trehalose) || MOTH3 [Maltooligosyltrehalose trehalohydrolase (maltotetraosyltrehalose)] :: h2o_c_u (H2O H2O) + maltttrtre_c_u (Maltotetraosyltrehalose) --> maltttr_c_u (Maltotetraose) + tre_c_u (Trehalose) || MOTH4 [Maltooligosyltrehalose trehalohydrolase (maltopentaosyltrehalose)] :: h2o_c_u (H2O H2O) + maltpttre_c_u (Maltopentaosyltrehalose) --> maltpt_c_u (Maltopentaose) + tre_c_u (Trehalose)",target_gene_not_in_model,
RPE_RS05035,ACXYSJ_18275,,branched-chain amino acid ABC transporter permease,50.0,2.23e-86,0.907936507936508,<=>,4HPROLTpp | 4HPROLTtex | ALAt2pp | ALAtex | ASNt2rpp | ASNtex | DALAabcpp | ILEtex | LYStex | PROtex | SERt2rpp | VALt2rpp | VALtex,4HPROLTpp [Trans 4 Hydroxy D proline transport via diffusion (periplasm to cytosol)] :: 4hpro_LT_p_u (Trans 4 Hydroxy L proline C5H9NO3) <=> 4hpro_LT_c_u (Trans 4 Hydroxy L proline C5H9NO3) || 4HPROLTtex [Trans 4 hydroxy L proline transport extracellular] :: 4hpro_LT_e_u (Trans 4 Hydroxy L proline C5H9NO3) <=> 4hpro_LT_p_u (Trans 4 Hydroxy L proline C5H9NO3) || ALAt2pp [L-alanine transport in via proton symport (periplasm)] :: ala__L_p_u (L-Alanine) + h_p_u (H+) --> ala__L_c_u (L-Alanine) + h_c_u (H+) || ALAtex [L-alanine transport via diffusion (extracellular to periplasm)] :: ala__L_e_u (L-Alanine) <=> ala__L_p_u (L-Alanine) || ASNt2rpp [L-asparagine reversible transport via proton symport (periplasm)] :: asn__L_p_u (L-Asparagine) + h_p_u (H+) <=> asn__L_c_u (L-Asparagine) + h_c_u (H+) || ASNtex [L-asparagine transport via diffusion (extracellular to periplasm)] :: asn__L_e_u (L-Asparagine) <=> asn__L_p_u (L-Asparagine) || DALAabcpp [D-alanine transport via ABC peptide transporter] :: ala__D_p_u (D-Alanine) + atp_c_u (ATP C10H12N5O13P3) + h2o_c_u (H2O H2O) --> adp_c_u (ADP C10H12N5O10P2) + ala__D_c_u (D-Alanine) + h_c_u (H+) + pi_c_u (Phosphate) || ILEtex [L-isoleucine transport via diffusion (extracellular to periplasm)] :: ile__L_e_u (L-Isoleucine) <=> ile__L_p_u (L-Isoleucine) || LYStex [L-lysine transport via diffusion (extracellular to periplasm)] :: lys__L_e_u (L-Lysine) <=> lys__L_p_u (L-Lysine) || PROtex [L-proline transport via diffusion (extracellular to periplasm)] :: pro__L_e_u (L-Proline) <=> pro__L_p_u (L-Proline) || SERt2rpp [L-serine reversible transport via proton symport (periplasm)] :: h_p_u (H+) + ser__L_p_u (L-Serine) <=> h_c_u (H+) + ser__L_c_u (L-Serine) || VALt2rpp [L-valine reversible transport via proton symport (periplasm)] :: h_p_u (H+) + val__L_p_u (L-Valine) <=> h_c_u (H+) + val__L_c_u (L-Valine) || VALtex [L-valine transport via diffusion (extracellular to periplasm)] :: val__L_e_u (L-Valine) <=> val__L_p_u (L-Valine),target_gene_not_in_model,
